5,18,5
6,5,33
3,4,21
3,25,6
6,14,3
4,11,20
6,7,34
7,5,31
4,6,23
4,5,36
8,6,16
